name; year; decade; crew; capacity; length; wingspan; wingarea; emptyweight; grossweight; maxspeed; cruisespeed; stallspeed; range; fuelcapacity; power
Rad SXL Custom; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Reflex Bi Trike; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 40.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Reflex J 160; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 8.9
Reflex J 320; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Reflex S; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Reflex Solo Elec; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 26.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 8.9
Skyrunner Basic; 1996; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Skyrunner Powerful; 1996; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Skyrunner Booster; 1996; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Skyrunner Light; 1996; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.8
Skyway Light; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 14.0
Sokopf Falke; 1998; 1990; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Sperwill 120; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 12.0
Sperwill 2+; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Sperwill 3+; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0
Sperwill 210; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.8
Sperwill CA; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 25.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 16.0
Sperwill ST; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 28.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 18.3
Sperwill TX; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 28.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 22.0
Sport 2000 80; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.8
Time To Fly Backplane SL; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 26.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 19.0
Time To Fly Racket; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 20.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Aeromarine Merlin; 2016; 2010; one; UNKNOWN; 5.31; 7.8; UNKNOWN; 180.0; 299.0; UNKNOWN; 97.0; 33.0; UNKNOWN; UNKNOWN; 48.0
Walkerjet Simon; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 27.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0
Walkerjet Spider; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 17.5; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Walkerjet Super Hawk; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 24.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.0
Walkerjet Schoolboy; UNKNOWN; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Wasp SP Mk2; 2002; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 23.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Winds Italia Raven; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.9; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Winds Italia Orbiter; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 21.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 10.8
Xplorer Xflyer; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 13.0
Xplorer XS; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 11.0
Aeroprakt A-32 Vixxen; 2014; 2010; one; one passenger; 6.27; 9.45; UNKNOWN; 320.0; UNKNOWN; UNKNOWN; 115.0; 27.0; UNKNOWN; UNKNOWN; 75.0
Aviad Zigolo MG12; 2012; 2010; One; UNKNOWN; 5.5; 11.1; 15.8; 95.0; UNKNOWN; UNKNOWN; 36.0; 19.0; UNKNOWN; UNKNOWN; 18.6
Swiss Excellence Risen; 2012; 2010; one; one passenger; 6.8; 9.0; UNKNOWN; 297.0; UNKNOWN; 170.0; 157.0; 30.0; 274.0; UNKNOWN; 75.0
AC Sirocco nG; 2009; 2000; one; UNKNOWN; UNKNOWN; 9.0; 12.15; 115.0; 250.0; 65.0; 49.0; 30.0; UNKNOWN; UNKNOWN; 25.0
Aero East Europe Sila; 2013; 2010; one; one passenger; UNKNOWN; 9.4; 11.94; 291.0; 472.5; 119.0; 103.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Aéro Services Guépard Super Guépard; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Aero-Service Panda; 2016; 2010; one; one passenger; 6.62; 8.91; 10.6; 270.0; 472.5; 119.0; 103.0; 33.0; 648.0; UNKNOWN; 60.0
Airmak J4; 2011; 2010; one; one passenger; 7.4; 9.44; 11.6; 330.0; 600.0; UNKNOWN; 108.0; 32.0; 578.0; UNKNOWN; 75.0
Albaviation D24 MagicOne; UNKNOWN; 2010; one; one passenger; 7.2; 9.0; UNKNOWN; 280.0; 450.0; 130.0; 121.0; 27.0; UNKNOWN; UNKNOWN; 75.0
Alpi Pioneer 300 Kite; UNKNOWN; 2010; one; one passenger; 6.25; 7.55; 10.0; 315.0; 560.0; 130.0; 119.0; 39.0; 486.0; UNKNOWN; 75.0
Blackwing Sweden Blackwing; 2015; 2010; one; one passenger; UNKNOWN; 8.4; 9.4; 297.5; 472.5; UNKNOWN; 150.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Caldas 2G7 Vento; UNKNOWN; 2010; one; one passenger; UNKNOWN; 9.8; 12.32; 260.0; 590.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 60.0
Carplane GmbH Carplane; UNKNOWN; UNKNOWN; one; one passenger; 7.453; 9.715; 10.72; 498.0; 750.0; 120.0; 108.0; 36.0; 450.0; UNKNOWN; 97.0
CFM Air Dardo; 2014; 2010; one; one passenger; UNKNOWN; UNKNOWN; 10.6; 320.0; UNKNOWN; 151.0; 135.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Corvus Racer 312; 2013; 2010; one; one passenger; UNKNOWN; 8.33; UNKNOWN; 295.0; 472.5; UNKNOWN; 151.0; UNKNOWN; UNKNOWN; UNKNOWN; 75.0
Direct Fly ArGO; 2011; 2010; one; one passenger; UNKNOWN; 9.0; 9.9; 282.0; 472.5; 146.0; 108.0; 33.0; UNKNOWN; UNKNOWN; 75.0
Electric Aircraft Corporation ElectraFlyer-ULS; 2012; 2010; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 111.0; 238.0; UNKNOWN; 35.0; UNKNOWN; UNKNOWN; UNKNOWN; 15.0
Evektor EPOS; 2013; 2010; one; one passenger; 5.98; 10.462; UNKNOWN; 285.0; 600.0; 140.0; 92.0; 39.0; UNKNOWN; UNKNOWN; 75.0
B&F Fk131 Bücker Jungmann; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN
Dorna Free Bird; UNKNOWN; 2010; one; one passenger; UNKNOWN; 9.45; 11.06; 380.0; 600.0; 119.0; UNKNOWN; 35.0; UNKNOWN; UNKNOWN; 75.0
Ivanov ZJ-Viera; 2008; 2000; one; UNKNOWN; UNKNOWN; 7.5; 9.1; 77.0; 198.0; 70.0; 59.0; 24.0; UNKNOWN; UNKNOWN; 19.0
Jingmen A2C Ultra Seaplane; 2003; 2000; one; two passengers; UNKNOWN; 11.28; 19.28; 316.0; 520.0; 65.0; 43.0; 33.0; UNKNOWN; UNKNOWN; 60.0
OneAircraft One; UNKNOWN; 2010; one; three passengers; UNKNOWN; 9.67; UNKNOWN; 330.0; 750.0; UNKNOWN; 143.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Orel VH2 Streamline; 2014; 2010; one; one passenger; 6.05; 9.0; 9.6; 290.0; 472.5; 159.0; 146.0; 35.0; 680.0; UNKNOWN; 75.0
Pelegrin Tarragon; UNKNOWN; 2010; one; one passenger; 7.53; 7.94; UNKNOWN; 338.0; UNKNOWN; 167.0; 146.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Rokospol Via; 2008; 2000; one; one passenger; 6.45; 8.13; 10.5; 285.0; 472.5; 130.0; UNKNOWN; 29.0; UNKNOWN; UNKNOWN; 75.0
Roland Z-120 Relax; UNKNOWN; 2010; one; UNKNOWN; UNKNOWN; 7.45; 9.6; 120.0; 245.0; 86.0; 76.0; 29.0; UNKNOWN; UNKNOWN; 26.0
Tecnam Snap; 2013; 2010; one; UNKNOWN; UNKNOWN; 2.19; 8.3; 280.0; 420.0; 157.0; 140.0; 45.0; UNKNOWN; UNKNOWN; 75.0
TL-Ultralight Stream; 2013; 2010; one; one passenger; 6.785; 9.0; UNKNOWN; 300.0; UNKNOWN; 175.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 75.0
Tomark Skyper GT9; 2014; 2010; one; one passenger; 6.3; 9.0; 10.0; 315.0; 472.5; 124.0; 108.0; 33.0; UNKNOWN; UNKNOWN; 75.0
Triavio Italo; 2013; 2010; one; one passenger; UNKNOWN; 7.77; UNKNOWN; 320.0; 472.5; 140.0; 130.0; 35.0; UNKNOWN; UNKNOWN; 75.0
Aviomania G2SA Genesis Duo; 2007; 2000; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 240.0; 560.0; 97.0; 81.0; UNKNOWN; UNKNOWN; UNKNOWN; 86.0
Aviomania G1SA Genesis Solo; UNKNOWN; 2000; one; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 140.0; 300.0; 70.0; 65.0; UNKNOWN; UNKNOWN; UNKNOWN; 122.0
GoFly Gotar; 2015; 2010; one; one passenger; UNKNOWN; UNKNOWN; UNKNOWN; 245.0; 450.0; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; UNKNOWN; 75.0
